hashid,name
243956247759326278226775559099926232170496,data/mp3s-32k/fleetwood_mac/Tusk/10-Sisters_of_the_Moon.wav
276225162388791037939788657839194412941312,data/mp3s-32k/fleetwood_mac/Tusk/02-The_Ledge.wav
155060533851291516368254644019518033100800,data/mp3s-32k/fleetwood_mac/Tusk/18-Walk_a_Thin_Line.wav
190365943293250665558190267239442799394816,data/mp3s-32k/fleetwood_mac/Tusk/12-That_s_Enough_for_Me.wav
182934437006424383709354809604759854514176,data/mp3s-32k/fleetwood_mac/Tango_In_The_Night/10-Isn_t_It_Midnight.wav
171291227431536824714246966808453482283008,data/mp3s-32k/fleetwood_mac/Tango_In_The_Night/11-When_I_See_You_Again.wav
220400930500908435056004028652449400094720,data/mp3s-32k/fleetwood_mac/Tango_In_The_Night/03-Everywhere.wav
197451638876249835571241006324421232689152,data/mp3s-32k/fleetwood_mac/Tango_In_The_Night/05-Tango_In_The_Night.wav
199216214078693750055369046656400167534592,data/mp3s-32k/fleetwood_mac/Tango_In_The_Night/12-You_and_I_Part_II.wav
190778688578764543674132042070854740213760,data/mp3s-32k/fleetwood_mac/Tango_In_The_Night/02-Seven_Wonders.wav
139680898221141737341411597963949229735936,data/mp3s-32k/fleetwood_mac/Tango_In_The_Night/07-Little_Lies.wav
161420758379719563975085321305803827707904,data/mp3s-32k/fleetwood_mac/Tango_In_The_Night/04-Caroline.wav
221073702833154116705733454156202122412032,data/mp3s-32k/fleetwood_mac/Tango_In_The_Night/08-Family_Man.wav
197409378489237780172109435377873733025792,data/mp3s-32k/fleetwood_mac/Tango_In_The_Night/01-Big_Love.wav
230593260293565615412214085101936820879360,data/mp3s-32k/fleetwood_mac/Tango_In_The_Night/09-Welcome_To_The_Room_Sara.wav
213015034473904819679506041533175951261696,data/mp3s-32k/fleetwood_mac/Tango_In_The_Night/06-Mystified.wav
213465439063585045159715597054635178721280,data/mp3s-32k/fleetwood_mac/Rumours/08-You_Make_Loving_Fun.wav
230013539694287306330054338978127775006720,data/mp3s-32k/fleetwood_mac/Rumours/01-Second_Hand_News.wav
187130197422893386216104392552961175191552,data/mp3s-32k/fleetwood_mac/Rumours/09-I_Don_t_Want_To_Know.wav
148463177672234660702979856270300647784448,data/mp3s-32k/fleetwood_mac/Rumours/04-Don_t_Stop.wav
249915787430832391370736742151358924193792,data/mp3s-32k/fleetwood_mac/Rumours/02-Dreams.wav
203377808757761526574867452509822434410496,data/mp3s-32k/fleetwood_mac/Rumours/03-Never_Going_Back_Again.wav
181212231463548215967439044291753303605248,data/mp3s-32k/fleetwood_mac/Rumours/06-Songbird.wav
141223811302080291020084944399105804730368,data/mp3s-32k/fleetwood_mac/Rumours/05-Go_Your_Own_Way.wav
195706508058743316980778770755359598444544,data/mp3s-32k/fleetwood_mac/Rumours/11-Gold_Dust_Woman.wav
112534992822007286817276905969433507266560,data/mp3s-32k/fleetwood_mac/Rumours/10-Oh_Daddy.wav
157800406150303619897867781701050149371904,data/mp3s-32k/fleetwood_mac/Rumours/07-The_Chain.wav
200525424845467691577265346849682835374080,data/mp3s-32k/fleetwood_mac/Mirage/06-Only_over_You.wav
199383425555858119843054513982157002637312,data/mp3s-32k/fleetwood_mac/Mirage/03-That_s_Alright.wav
190506069992178480923263819460605284188160,data/mp3s-32k/fleetwood_mac/Mirage/11-Eyes_of_the_World.wav
191243457723616088865414616540733094494208,data/mp3s-32k/fleetwood_mac/Mirage/02-Can_t_Go_Back.wav
217032789840340112884248327222230417145856,data/mp3s-32k/fleetwood_mac/Mirage/04-Book_of_Love.wav
183151897269788325387638385180769626619904,data/mp3s-32k/fleetwood_mac/Mirage/09-Hold_Me.wav
182821072608693424378420140693696729317376,data/mp3s-32k/fleetwood_mac/Mirage/05-Gypsy.wav
101461428179311666803020817854442082664448,data/mp3s-32k/fleetwood_mac/Mirage/12-Wish_You_Were_Here.wav
269057018326438113792608974728049691983872,data/mp3s-32k/fleetwood_mac/Mirage/08-Straight_Back.wav
185215823787556910994638801583316360232960,data/mp3s-32k/fleetwood_mac/Mirage/10-Oh_Diane.wav
211100264433273752305653753924940625608704,data/mp3s-32k/fleetwood_mac/Mirage/01-Love_in_Store.wav
184710106901336269539045558164010890690560,data/mp3s-32k/fleetwood_mac/Mirage/07-Empire_State.wav
195849086781920100070365267759091305938944,data/mp3s-32k/fleetwood_mac/Fleetwood_Mac/01-Monday_Morning.wav
173977802303381187702358152315121591910400,data/mp3s-32k/fleetwood_mac/Fleetwood_Mac/11-I_m_So_Afraid.wav
219107540157656454500915505844594908594176,data/mp3s-32k/fleetwood_mac/Fleetwood_Mac/02-Warm_Ways.wav
112431485121105296410327078870473345335296,data/mp3s-32k/fleetwood_mac/Fleetwood_Mac/06-Crystal.wav
207409447953326646940329046440959381864448,data/mp3s-32k/fleetwood_mac/Fleetwood_Mac/10-Sugar_Daddy.wav
157478251533801694945247095647156784070656,data/mp3s-32k/fleetwood_mac/Fleetwood_Mac/03-Blue_Letter.wav
185052977736231107402335430770542709309440,data/mp3s-32k/fleetwood_mac/Fleetwood_Mac/04-Rhiannon.wav
135882779998196115992300895688649248604160,data/mp3s-32k/fleetwood_mac/Fleetwood_Mac/08-Landslide.wav
265302938528394430948158826325151057969152,data/mp3s-32k/fleetwood_mac/Fleetwood_Mac/09-World_Turning.wav
176760737633157954454304289210427148075008,data/mp3s-32k/fleetwood_mac/Fleetwood_Mac/07-Say_You_Love_Me.wav
192941714754762985309755855970987969347584,data/mp3s-32k/fleetwood_mac/Fleetwood_Mac/05-Over_My_Head.wav
150953836734107417229960816769912383995904,data/mp3s-32k/queen/Sheer_Heart_Attack/04-Flick_Of_The_Wrist.wav
188112618499838944456620954171661808041984,data/mp3s-32k/queen/Sheer_Heart_Attack/08-Stone_Cold_Crazy.wav
146924803069944397798928391590627369811968,data/mp3s-32k/queen/Sheer_Heart_Attack/12-She_Makes_Me_Stormtrooper_In_Stilettos_.wav
87589776411297451455201189602269079797760,data/mp3s-32k/queen/Sheer_Heart_Attack/07-In_The_Lap_Of_The_Gods.wav
134603597716585230270690161977013135474688,data/mp3s-32k/queen/Sheer_Heart_Attack/06-Now_I_m_Here.wav
196233967543104650522013631754211799597056,data/mp3s-32k/queen/Sheer_Heart_Attack/03-Tenement_Funster.wav
164094032076786851697027217247798265118720,data/mp3s-32k/queen/Sheer_Heart_Attack/14-Stone_Cold_Crazy_1991_Bonus_Remix_by_Michael_Wagener_.wav
212073350235632495962076838531547439038464,data/mp3s-32k/queen/Sheer_Heart_Attack/11-Bring_Back_That_Leroy_Brown.wav
123701728549638608650826556407493443977216,data/mp3s-32k/queen/Sheer_Heart_Attack/09-Dear_Friends.wav
166892642999715711045610360493686818603008,data/mp3s-32k/queen/Sheer_Heart_Attack/05-Lily_Of_The_Valley.wav
167357554763069810220860270658546785320960,data/mp3s-32k/queen/Sheer_Heart_Attack/10-Misfire.wav
155208646934734078203644621809824338804736,data/mp3s-32k/queen/Sheer_Heart_Attack/02-Killer_Queen.wav
156167436069864884526153836166873375309824,data/mp3s-32k/queen/Sheer_Heart_Attack/13-In_The_Lap_Of_The_Gods_Revisited.wav
139576840908508063782412813970582160801792,data/mp3s-32k/queen/Sheer_Heart_Attack/01-Brighton_Rock.wav
206796199545463556625440377532342324953088,data/mp3s-32k/queen/The_Works/05-Machines_Back_To_Humans_.wav
238284355737089772104675041670549127299072,data/mp3s-32k/queen/The_Works/01-Radio_Ga_Ga.wav
142773578949398939249490537181913097961472,data/mp3s-32k/queen/The_Works/02-Tear_It_Up.wav
303579611050595651004357049661890599321600,data/mp3s-32k/queen/The_Works/06-I_Want_To_Break_Free.wav
142897922672752284092864412124492874121216,data/mp3s-32k/queen/The_Works/03-It_s_A_Hard_Life.wav
163356926864776016488445163280261309267968,data/mp3s-32k/queen/The_Works/09-Is_This_The_World_We_Created_.wav
142054354656757717308314779289272386060288,data/mp3s-32k/queen/The_Works/10-I_Go_Crazy.wav
156611898396772449947648958379654190727168,data/mp3s-32k/queen/The_Works/07-Keep_Passing_The_Open_Windows.wav
223390387327423894586750011885766477611008,data/mp3s-32k/queen/The_Works/11-Radio_Ga_Ga_Extended_Version_.wav
147764745765846618055343168916319065079808,data/mp3s-32k/queen/The_Works/08-Hammer_To_Fall.wav
169692782945246316780611141830923692015616,data/mp3s-32k/queen/The_Works/12-I_Want_To_Break_Free_Extended_Mix_.wav
179993871601885533188616811213705694937088,data/mp3s-32k/queen/The_Works/04-Man_On_The_Prowl.wav
155224604999220655832354251156978405474304,data/mp3s-32k/queen/News_Of_The_World/12-We_Will_Rock_You_1991_Bonus_Remix_ruined_by_Rick_Rubin_.wav
135448352261554777209440748411789091274752,data/mp3s-32k/queen/News_Of_The_World/10-It_s_Late.wav
151042917352859637153286767992752379527168,data/mp3s-32k/queen/News_Of_The_World/04-All_Dead_All_Dead.wav
151079929306942249724350323611344996139008,data/mp3s-32k/queen/News_Of_The_World/11-My_Melancholy_Blues.wav
190065041617076552031384684372152108974080,data/mp3s-32k/queen/News_Of_The_World/05-Spread_Your_Wings.wav
245114471183862595082020082410292628160512,data/mp3s-32k/queen/News_Of_The_World/09-Who_Needs_You.wav
161124958654193581064880500411536511074304,data/mp3s-32k/queen/News_Of_The_World/08-Sleeping_On_The_Sidewalk.wav
162805431382637690287188701822127869788160,data/mp3s-32k/queen/News_Of_The_World/03-Sheer_Heart_Attack.wav
183065669025726075298684402926744418385920,data/mp3s-32k/queen/News_Of_The_World/01-We_Will_Rock_You.wav
167784054571407994291670712499250594316288,data/mp3s-32k/queen/News_Of_The_World/06-Fight_From_The_Inside.wav
150948799091714282845978795618903972118528,data/mp3s-32k/queen/News_Of_The_World/07-Get_Down_Make_Love.wav
176772029753251923901789433317538356264960,data/mp3s-32k/queen/News_Of_The_World/02-We_Are_The_Champions.wav
241557681743655699848509457748563991724032,data/mp3s-32k/queen/A_Night_At_the_Opera/10-Good_Company.wav
172993573273369988518216775716338048958464,data/mp3s-32k/queen/A_Night_At_the_Opera/02-Lazing_On_a_Sunday_Afternoon.wav
179268088681346387429488627187351071752192,data/mp3s-32k/queen/A_Night_At_the_Opera/06-Sweet_Lady.wav
90233166403112225976352953725501254402048,data/mp3s-32k/queen/A_Night_At_the_Opera/01-Death_On_Two_Legs_Dedicated_To_.wav
60274045883595841037316756870348148834304,data/mp3s-32k/queen/A_Night_At_the_Opera/12-God_Save_the_Queen.wav
84062525064014243626915045158247406239744,data/mp3s-32k/queen/A_Night_At_the_Opera/08-The_Prophet_s_Song.wav
159254343058211665320491744476869569806336,data/mp3s-32k/queen/A_Night_At_the_Opera/14-You_re_My_Best_Friend.wav
133601510190776816055120358539054217691136,data/mp3s-32k/queen/A_Night_At_the_Opera/11-Bohemian_Rhapsody.wav
160906073111159593419782082479905621147648,data/mp3s-32k/queen/A_Night_At_the_Opera/04-You_re_My_Best_Friend.wav
189910858450022326585370855752850001100800,data/mp3s-32k/queen/A_Night_At_the_Opera/07-Seaside_Rendezvous.wav
115576991327937426581364069632839828635648,data/mp3s-32k/queen/A_Night_At_the_Opera/13-I_m_In_Love_With_My_Car.wav
131337269531000728057817629564834446049280,data/mp3s-32k/queen/A_Night_At_the_Opera/03-I_m_In_Love_With_My_Car.wav
170811956895943674073445263419137429864448,data/mp3s-32k/queen/A_Night_At_the_Opera/05-_39.wav
166143442734912203393350889410751367217152,data/mp3s-32k/queen/A_Night_At_the_Opera/09-Love_of_My_Life.wav
334803846093013736469412854234505914875904,data/mp3s-32k/queen/The_Game/03-Another_One_Bites_The_Dust.wav
191164863304959178769228393372928480116736,data/mp3s-32k/queen/The_Game/05-Crazy_Little_Thing_Called_Love.wav
156445796683120489793260209295634708037632,data/mp3s-32k/queen/The_Game/10-Save_Me.wav
172833646207165874069716944651960016961536,data/mp3s-32k/queen/The_Game/11-Dragon_Attack_1991_Bonus_Remix_.wav
200779176960075624455248071691691827920896,data/mp3s-32k/queen/The_Game/07-Don_t_Try_Suicide.wav
164611846163370731252077589714517633269760,data/mp3s-32k/queen/The_Game/02-Dragon_Attack.wav
179971885135655465315964415417775055437824,data/mp3s-32k/queen/The_Game/09-Coming_Soon.wav
198108446264861423746421509267087048048640,data/mp3s-32k/queen/The_Game/06-Rock_It_Prime_Jive_.wav
164960663294651141959929963247096330977280,data/mp3s-32k/queen/The_Game/04-Need_Your_Loving_Tonight.wav
157561597256798233830035110484029061726208,data/mp3s-32k/queen/The_Game/08-Sail_Away_Sweet_Sister.wav
111005697337860710526135457333766223036416,data/mp3s-32k/queen/The_Game/01-Play_The_Game.wav
126670732583806869115688726639701580054528,data/mp3s-32k/queen/Jazz/05-If_You_Can_t_Beat_Them.wav
147012648799754954432593163549427768492032,data/mp3s-32k/queen/Jazz/09-Dreamers_Ball.wav
115268622095328140907864500032772444782592,data/mp3s-32k/queen/Jazz/01-Mustapha.wav
157465512272130747034129303128116515831808,data/mp3s-32k/queen/Jazz/03-Jealousy.wav
145396689424936114089346238525576132427776,data/mp3s-32k/queen/Jazz/14-Fat_Bottomed_Girls_1991_Remix_.wav
298348135757616998136007671533680237477888,data/mp3s-32k/queen/Jazz/10-Fun_It.wav
169753685931605633146044743350718010753024,data/mp3s-32k/queen/Jazz/12-Don_t_Stop_Me_Now.wav
133508521703971848733966029724742345293824,data/mp3s-32k/queen/Jazz/02-Fat_Bottomed_Girls.wav
189648189857206187177532382843006724603904,data/mp3s-32k/queen/Jazz/13-More_Of_That_Jazz.wav
163995060963213505232783567775206960267264,data/mp3s-32k/queen/Jazz/04-Bicycle_Race.wav
118798639489762693597912596735411101892608,data/mp3s-32k/queen/Jazz/07-Dead_On_Time.wav
186644262830333220260308433823844142153728,data/mp3s-32k/queen/Jazz/15-Bicycle_Race_1991_Remix_.wav
156090624821801501176352189567983201288192,data/mp3s-32k/queen/Jazz/11-Leaving_Home_Ain_t_Easy.wav
167932359171260660388698075379797325774848,data/mp3s-32k/queen/Jazz/06-Let_Me_Entertain_You.wav
170197467543043306067803137749013661483008,data/mp3s-32k/queen/Jazz/08-In_Only_Seven_Days.wav
242464999722943217346012892037832461254656,data/mp3s-32k/garth_brooks/In_Pieces/01-Standing_Outside_The_Fire.wav
217476300981794272190223503823320855347200,data/mp3s-32k/garth_brooks/In_Pieces/09-Callin_Baton_Rouge.wav
146138408386818998364566501423137744224256,data/mp3s-32k/garth_brooks/In_Pieces/04-One_Night_A_Day.wav
156133638320728166474813636651046980812800,data/mp3s-32k/garth_brooks/In_Pieces/10-The_Night_Will_Only_Know.wav
166619988768513475536161093801239503699968,data/mp3s-32k/garth_brooks/In_Pieces/08-The_Red_Strokes.wav
166774774799970449579601049234401184972800,data/mp3s-32k/garth_brooks/In_Pieces/02-The_Night_I_Called_The_Old_Man_Out.wav
201159347412398318907735031761914396934144,data/mp3s-32k/garth_brooks/In_Pieces/03-American_Honky_Tonk_Bar_Association.wav
169702970810508804132722803057654547611648,data/mp3s-32k/garth_brooks/In_Pieces/06-Anonymous.wav
207599343481178722029540020457096985182208,data/mp3s-32k/garth_brooks/In_Pieces/05-Ain_t_Goin_Down_Till_The_Sun_Comes_Up_.wav
158835977745667970928441474206286326267904,data/mp3s-32k/garth_brooks/In_Pieces/07-Kickin_And_Screamin_.wav
152018572494485519102210280185410854322176,data/mp3s-32k/garth_brooks/In_Pieces/11-The_Cowboy_Song.wav
151643334150260029916094805287004538929152,data/mp3s-32k/garth_brooks/No_Fences_The_Limited_Series_/08-Unanswered_Prayers.wav
180133506230770546496757777466690589687808,data/mp3s-32k/garth_brooks/No_Fences_The_Limited_Series_/09-Same_Old_Story.wav
118423882454012715226952557747467855069184,data/mp3s-32k/garth_brooks/No_Fences_The_Limited_Series_/10-Mr_Blue.wav
159160762027888552403541101451083796971520,data/mp3s-32k/garth_brooks/No_Fences_The_Limited_Series_/06-This_Ain_t_Tennessee.wav
192864382697848032820067545454546820005888,data/mp3s-32k/garth_brooks/No_Fences_The_Limited_Series_/07-Wild_Horses.wav
160677867220834954346783832428851708821504,data/mp3s-32k/garth_brooks/No_Fences_The_Limited_Series_/03-Two_Of_A_Kind_Workin_On_A_Full_House.wav
127433894113722338838472244650844054618112,data/mp3s-32k/garth_brooks/No_Fences_The_Limited_Series_/01-The_Thunder_Rolls.wav
148506772507573865739347364264171095982080,data/mp3s-32k/garth_brooks/No_Fences_The_Limited_Series_/11-Wolves.wav
142260326954907291949054086391660552388608,data/mp3s-32k/garth_brooks/No_Fences_The_Limited_Series_/04-Victim_Of_The_Game.wav
157332433772202516237286937589304772263936,data/mp3s-32k/garth_brooks/No_Fences_The_Limited_Series_/02-New_Way_To_Fly.wav
178556787732181908112667137263192210669568,data/mp3s-32k/garth_brooks/No_Fences_The_Limited_Series_/05-Friends_In_Low_Places.wav
190823598750018155494054071720090359824384,data/mp3s-32k/garth_brooks/Fresh_Horses_2000/07-The_Beaches_of_Cheyenne.wav
